x, f(x)
-3.0 , -0.00012217478005274374
-2.993993993993994 , -0.00012654247951827025
-2.987987987987988 , -0.00013105203521062607
-2.981981981981982 , -0.0001357074926141195
-2.975975975975976 , -0.00014051299121892695
-2.96996996996997 , -0.0001454727659013436
-2.963963963963964 , -0.00015059114829192813
-2.957957957957958 , -0.0001558725681297652
-2.951951951951952 , -0.00016132155460099232
-2.945945945945946 , -0.0001669427376596779
-2.93993993993994 , -0.00017274084932904424
-2.933933933933934 , -0.00017872072498097607
-2.9279279279279278 , -0.00018488730459165808
-2.921921921921922 , -0.00019124563397111436
-2.915915915915916 , -0.00019780086596434497
-2.90990990990991 , -0.00020455826162166338
-2.903903903903904 , -0.0002115231913357666
-2.8978978978978978 , -0.0002187011359429765
-2.891891891891892 , -0.00022609768778600214
-2.885885885885886 , -0.00023371855173550028
-2.87987987987988 , -0.00024156954616759633
-2.873873873873874 , -0.00024965660389446466
-2.8678678678678677 , -0.0002579857730449539
-2.861861861861862 , -0.0002665632178921595
-2.855855855855856 , -0.0002753952196247517
-2.84984984984985 , -0.0002844881770587584
-2.843843843843844 , -0.0002938486072864225
-2.8378378378378377 , -0.00030348314625864545
-2.831831831831832 , -0.00031339854929742146
-2.825825825825826 , -0.0003236016915345846
-2.81981981981982 , -0.00033409956827306107
-2.813813813813814 , -0.0003448992952667522
-2.8078078078078077 , -0.00035600810891503145
-2.8018018018018016 , -0.0003674333663677595
-2.795795795795796 , -0.0003791825455366044
-2.78978978978979 , -0.0003912632450083521
-2.7837837837837838 , -0.0004036831838557691
-2.7777777777777777 , -0.00041645020134150284
-2.7717717717717716 , -0.0004295722565103577
-2.765765765765766 , -0.00044305742766520204
-2.75975975975976 , -0.0004569139117216453
-2.7537537537537538 , -0.0004711500234364965
-2.7477477477477477 , -0.0004857741945049362
-2.7417417417417416 , -0.0005007949725211949
-2.735735735735736 , -0.000516221019797428
-2.72972972972973 , -0.0005320611120353775
-2.7237237237237237 , -0.0005483241368452747
-2.7177177177177176 , -0.000565019092106354
-2.7117117117117115 , -0.0005821550841632206
-2.705705705705706 , -0.0005997413258522036
-2.6996996996997 , -0.0006177871343517283
-2.6936936936936937 , -0.0006363019288506096
-2.6876876876876876 , -0.0006552952280280933
-2.6816816816816815 , -0.0006747766473393282
-2.6756756756756754 , -0.0006947558960998701
-2.66966966966967 , -0.0007152427743626971
-2.6636636636636637 , -0.0007362471695811314
-2.6576576576576576 , -0.0007577790530509201
-2.6516516516516515 , -0.0007798484761246848
-2.6456456456456454 , -0.0008024655661917885
-2.6396396396396398 , -0.0008256405224166159
-2.6336336336336337 , -0.0008493836112281439
-2.6276276276276276 , -0.0008737051615535791
-2.6216216216216215 , -0.0008986155597887843
-2.6156156156156154 , -0.0009241252444980778
-2.6096096096096097 , -0.0009502447008359349
-2.6036036036036037 , -0.0009769844546830416
-2.5975975975975976 , -0.0010043550664890226
-2.5915915915915915 , -0.001032367124814167
-2.5855855855855854 , -0.0010610312395623288
-2.5795795795795797 , -0.0010903580348971323
-2.5735735735735736 , -0.001120358141833592
-2.5675675675675675 , -0.001151042190497083
-2.5615615615615615 , -0.0011824208020416846
-2.5555555555555554 , -0.0012145045802197418
-2.5495495495495497 , -0.0012473041025945013
-2.5435435435435436 , -0.00128082991138764
-2.5375375375375375 , -0.0013150925039534052
-2.5315315315315314 , -0.0013501023228711404
-2.5255255255255253 , -0.0013858697456478643
-2.5195195195195197 , -0.0014224050740225872
-2.5135135135135136 , -0.0014597185228640264
-2.5075075075075075 , -0.0014978202086533474
-2.5015015015015014 , -0.001536720137543612
-2.4954954954954953 , -0.0015764281929875315
-2.4894894894894897 , -0.001616954122925229
-2.4834834834834836 , -0.0016583075265236315
-2.4774774774774775 , -0.0017004978404592222
-2.4714714714714714 , -0.0017435343247358616
-2.4654654654654653 , -0.0017874260480294439
-2.4594594594594597 , -0.0018321818725512082
-2.4534534534534536 , -0.0018778104384215611
-2.4474474474474475 , -0.001924320147546331
-2.4414414414414414 , -0.0019717191469874958
-2.4354354354354353 , -0.0020200153118204245
-2.4294294294294296 , -0.002069216227469836
-2.4234234234234235 , -0.0021193291715167605
-2.4174174174174174 , -0.002170361094968837
-2.4114114114114114 , -0.002222318602986539
-2.4054054054054053 , -0.0022752079350578935
-2.3993993993993996 , -0.002329034944614512
-2.3933933933933935 , -0.002383805078081861
-2.3873873873873874 , -0.002439523353356848
-2.3813813813813813 , -0.002496194337706006
-2.3753753753753752 , -0.0025538221250777553
-2.3693693693693696 , -0.002612410312822331
-2.3633633633633635 , -0.002671961977813325
-2.3573573573573574 , -0.002732479651964811
-2.3513513513513513 , -0.002793965297138493
-2.3453453453453452 , -0.0028564202794353483
-2.3393393393393396 , -0.002919845342866606
-2.3333333333333335 , -0.0029842405823991987
-2.3273273273273274 , -0.003049605416370982
-2.3213213213213213 , -0.0031159385582714572
-2.315315315315315 , -0.003183237987883986
-2.3093093093093096 , -0.003251500921785751
-2.3033033033033035 , -0.003320723783202196
-2.2972972972972974 , -0.0033909021712128324
-2.2912912912912913 , -0.0034620308293059183
-2.285285285285285 , -0.0035341036132796604
-2.2792792792792795 , -0.0036071134584880976
-2.2732732732732734 , -0.0036810523464302983
-2.2672672672672673 , -0.0037559112706817173
-2.2612612612612613 , -0.003831680202167279
-2.255255255255255 , -0.00390834805377595
-2.2492492492492495 , -0.0039859026443172
-2.243243243243243 , -0.004064330661820177
-2.2372372372372373 , -0.004143617626176865
-2.2312312312312312 , -0.004223747851131189
-2.225225225225225 , -0.004304704405616265
-2.2192192192192195 , -0.004386469074442874
-2.213213213213213 , -0.0044690223183425455
-2.2072072072072073 , -0.004552343233369245
-2.201201201201201 , -0.004636409509664514
-2.195195195195195 , -0.0047211973895910034
-2.189189189189189 , -0.004806681625240522
-2.183183183183183 , -0.004892835435322951
-2.1771771771771773 , -0.004979630461443231
-2.171171171171171 , -0.005067036723774208
-2.165165165165165 , -0.00515502257613378
-2.159159159159159 , -0.005243554660475661
-2.153153153153153 , -0.005332597860803482
-2.1471471471471473 , -0.005422115256518941
-2.141141141141141 , -0.005512068075215378
-2.135135135135135 , -0.00560241564492868
-2.129129129129129 , -0.005693115345858651
-2.123123123123123 , -0.005784122561574243
-2.1171171171171173 , -0.0058753906297171745
-2.111111111111111 , -0.00596687079221916
-2.105105105105105 , -0.006058512145048717
-2.099099099099099 , -0.006150261587504538
-2.093093093093093 , -0.006242063771072944
-2.0870870870870872 , -0.0063338610478681865
-2.081081081081081 , -0.006425593418674797
-2.075075075075075 , -0.006517198480612382
-2.069069069069069 , -0.006608611374443995
-2.063063063063063 , -0.006699764731550144
-2.057057057057057 , -0.006790588620591294
-2.051051051051051 , -0.006881010493882895
-2.045045045045045 , -0.006970955133507492
-2.039039039039039 , -0.007060344597189745
-2.033033033033033 , -0.007149098163960971
-2.027027027027027 , -0.007237132279640697
-2.021021021021021 , -0.007324360502163816
-2.015015015015015 , -0.007410693446782654
-2.009009009009009 , -0.0074960387311745124
-2.003003003003003 , -0.007580300920485904
-1.996996996996997 , -0.007663381472345877
-1.990990990990991 , -0.007745178681881635
-1.984984984984985 , -0.007825587626770714
-1.978978978978979 , -0.00790450011236491
-1.972972972972973 , -0.00798180461692213
-1.966966966966967 , -0.008057386236983242
-1.960960960960961 , -0.008131126632932001
-1.954954954954955 , -0.008202903974777175
-1.9489489489489489 , -0.008272592888196704
-1.942942942942943 , -0.008340064400884986
-1.936936936936937 , -0.008405185889245053
-1.930930930930931 , -0.0084678210254685
-1.924924924924925 , -0.008527829725046948
-1.9189189189189189 , -0.008585068094759611
-1.912912912912913 , -0.00863938838118266
-1.906906906906907 , -0.008690638919766796
-1.9009009009009008 , -0.008738664084530407
-1.894894894894895 , -0.008783304238416612
-1.8888888888888888 , -0.008824395684363235
-1.882882882882883 , -0.008861770617135738
-1.8768768768768769 , -0.00889525707597387
-1.8708708708708708 , -0.00892467889810367
-1.864864864864865 , -0.008949855673167237
-1.8588588588588588 , -0.008970602698623459
-1.852852852852853 , -0.008986730936173666
-1.8468468468468469 , -0.008998046969266878
-1.8408408408408408 , -0.009004352961740096
-1.834834834834835 , -0.0090054466176497
-1.8288288288288288 , -0.009001121142350764
-1.822822822822823 , -0.008991165204881624
-1.8168168168168168 , -0.008975362901711841
-1.8108108108108107 , -0.00895349372191202
-1.8048048048048049 , -0.008925332513804755
-1.7987987987987988 , -0.008890649453156345
-1.792792792792793 , -0.008849210012969441
-1.7867867867867868 , -0.008800774934937264
-1.7807807807807807 , -0.00874510020262046
-1.7747747747747749 , -0.008681937016408002
-1.7687687687687688 , -0.008611031770323935
-1.7627627627627627 , -0.008532126030742075
-1.7567567567567568 , -0.00844495651707099
-1.7507507507507507 , -0.008349255084471902
-1.7447447447447448 , -0.008244748708672247
-1.7387387387387387 , -0.008131159472937828
-1.7327327327327327 , -0.008008204557266611
-1.7267267267267268 , -0.007875596229867188
-1.7207207207207207 , -0.0077330418409850155
-1.7147147147147148 , -0.007580243819139484
-1.7087087087087087 , -0.007416899669834687
-1.7027027027027026 , -0.007242701976806815
-1.6966966966966968 , -0.007057338405870664
-1.6906906906906907 , -0.00686049171142764
-1.6846846846846848 , -0.006651839745697472
-1.6786786786786787 , -0.006431055470735068
-1.6726726726726726 , -0.006197806973294118
-1.6666666666666667 , -0.00595175748259803
-1.6606606606606606 , -0.005692565391078633
-1.6546546546546548 , -0.00541988427814241
-1.6486486486486487 , -0.005133362937023189
-1.6426426426426426 , -0.004832645404779903
-1.6366366366366367 , -0.0045173709954968375
-1.6306306306306306 , -0.004187174336743236
-1.6246246246246245 , -0.0038416854093483105
-1.6186186186186187 , -0.0034805295905464143
-1.6126126126126126 , -0.003103327700546407
-1.6066066066066067 , -0.0027096960525782544
-1.6006006006006006 , -0.0022992465064682627
-1.5945945945945945 , -0.0018715865257938724
-1.5885885885885886 , -0.001426319238666952
-1.5825825825825826 , -0.0009630435021936053
-1.5765765765765767 , -0.0004813539706572254
-1.5705705705705706 , 1.9158832530606715e-05
-1.5645645645645645 , 0.0005389084390673454
-1.5585585585585586 , 0.0010783123561433601
-1.5525525525525525 , 0.0016377919829320797
-1.5465465465465467 , 0.002217772523147696
-1.5405405405405406 , 0.002818682893634248
-1.5345345345345345 , 0.0034409556289506705
-1.5285285285285286 , 0.004085026781919446
-1.5225225225225225 , 0.004751335820107827
-1.5165165165165164 , 0.005440325518212575
-1.5105105105105106 , 0.006152441846322062
-1.5045045045045045 , 0.006888133854031032
-1.4984984984984986 , 0.007647853550385659
-1.4924924924924925 , 0.008432055779639638
-1.4864864864864864 , 0.00924119809280321
-1.4804804804804805 , 0.010075740614970722
-1.4744744744744744 , 0.010936145908414137
-1.4684684684684686 , 0.011822878831432236
-1.4624624624624625 , 0.012736406392949203
-1.4564564564564564 , 0.013677197602857117
-1.4504504504504505 , 0.014645723318101456
-1.4444444444444444 , 0.01564245608451046
-1.4384384384384385 , 0.016667869974371974
-1.4324324324324325 , 0.01772244041976565
-1.4264264264264264 , 0.018806644041659413
-1.4204204204204205 , 0.019920958474783968
-1.4144144144144144 , 0.021065862188301344
-1.4084084084084085 , 0.022241834302286077
-1.4024024024024024 , 0.02344935440004271
-1.3963963963963963 , 0.024688902336283954
-1.3903903903903905 , 0.025960958041199557
-1.3843843843843844 , 0.02726600132044795
-1.3783783783783783 , 0.02860451165110575
-1.3723723723723724 , 0.029976967973615234
-1.3663663663663663 , 0.031383848479771874
-1.3603603603603605 , 0.032825630396797506
-1.3543543543543544 , 0.03430278976754992
-1.3483483483483483 , 0.03581580122692062
-1.3423423423423424 , 0.0373651377744785
-1.3363363363363363 , 0.038951270543419465
-1.3303303303303304 , 0.040574668565885215
-1.3243243243243243 , 0.04223579853472017
-1.3183183183183182 , 0.043935124561736205
-1.3123123123123124 , 0.045673107932561234
-1.3063063063063063 , 0.04745020685815008
-1.3003003003003004 , 0.04926687622303884
-1.2942942942942943 , 0.051123567330430775
-1.2882882882882882 , 0.05302072764420099
-1.2822822822822824 , 0.054958800527915484
-1.2762762762762763 , 0.05693822498096054
-1.2702702702702702 , 0.05895943537188291
-1.2642642642642643 , 0.06102286116904652
-1.2582582582582582 , 0.06312892666871311
-1.2522522522522523 , 0.06527805072065805
-1.2462462462462462 , 0.06747064645143855
-1.2402402402402402 , 0.06970712098543104
-1.2342342342342343 , 0.0719878751637626
-1.2282282282282282 , 0.07431330326126151
-1.2222222222222223 , 0.07668379270155622
-1.2162162162162162 , 0.07909972377045782
-1.2102102102102101 , 0.08156146932776041
-1.2042042042042043 , 0.08406939451760162
-1.1981981981981982 , 0.08662385647752563
-1.1921921921921923 , 0.089225204046395
-1.1861861861861862 , 0.09187377747130365
-1.1801801801801801 , 0.09456990811364088
-1.1741741741741742 , 0.09731391815446619
-1.1681681681681682 , 0.10010612029935255
-1.1621621621621623 , 0.10294681748286025
-1.1561561561561562 , 0.1058363025728088
-1.15015015015015 , 0.10877485807451265
-1.1441441441441442 , 0.11176275583515391
-1.1381381381381381 , 0.11480025674846527
-1.132132132132132 , 0.11788761045989785
-1.1261261261261262 , 0.12102505507245603
-1.12012012012012 , 0.12421281685337834
-1.1141141141141142 , 0.1274511099418478
-1.1081081081081081 , 0.13074013605792026
-1.102102102102102 , 0.13408008421285525
-1.0960960960960962 , 0.1374711304210425
-1.09009009009009 , 0.14091343741371457
-1.0840840840840842 , 0.14440715435463888
-1.078078078078078 , 0.14795241655798677
-1.072072072072072 , 0.15154934520857374
-1.0660660660660661 , 0.15519804708467172
-1.06006006006006 , 0.1588986142835925
-1.0540540540540542 , 0.1626511239502418
-1.048048048048048 , 0.16645563800884897
-1.042042042042042 , 0.1703122028980715
-1.0360360360360361 , 0.17422084930968196
-1.03003003003003 , 0.1781815919310391
-1.0240240240240241 , 0.18219442919154777
-1.018018018018018 , 0.186259343013316
-1.012012012012012 , 0.19037629856620963
-1.006006006006006 , 0.19454524402751508
-1.0 , 0.19876611034641298
-0.9939939939939939 , 0.20303881101346605
-0.9879879879879878 , 0.20736324183533092
-0.9819819819819822 , 0.2117392807148927
-0.9759759759759761 , 0.21616678743703058
-0.96996996996997 , 0.220645603460211
-0.9639639639639639 , 0.22517555171411688
-0.9579579579579578 , 0.22975643640350793
-0.9519519519519521 , 0.23438804281851272
-0.945945945945946 , 0.23907013715155145
-0.93993993993994 , 0.24380246632108035
-0.9339339339339339 , 0.24858475780235778
-0.9279279279279278 , 0.253416719465419
-0.9219219219219221 , 0.25829803942045043
-0.915915915915916 , 0.26322838587075303
-0.9099099099099099 , 0.26820740697347306
-0.9039039039039038 , 0.27323473070829013
-0.8978978978978978 , 0.2783099647542354
-0.8918918918918921 , 0.2834326963748184
-0.885885885885886 , 0.28860249231163543
-0.8798798798798799 , 0.29381889868662614
-0.8738738738738738 , 0.29908144091314776
-0.8678678678678677 , 0.3043896236160264
-0.8618618618618621 , 0.3097429305607434
-0.855855855855856 , 0.3151408245919145
-0.8498498498498499 , 0.3205827475812034
-0.8438438438438438 , 0.3260681203848252
-0.8378378378378377 , 0.3315963428107733
-0.8318318318318321 , 0.3371667935959083
-0.825825825825826 , 0.34277883039304224
-0.8198198198198199 , 0.3484317897681384
-0.8138138138138138 , 0.3541249872077555
-0.8078078078078077 , 0.3598577171368463
-0.8018018018018016 , 0.3656292529470235
-0.795795795795796 , 0.3714388470353965
-0.7897897897897899 , 0.37728573085408074
-0.7837837837837838 , 0.38316911497046546
-0.7777777777777777 , 0.38908818913833787
-0.7717717717717716 , 0.39504212237993486
-0.7657657657657659 , 0.4010300630790019
-0.7597597597597598 , 0.40705113908492746
-0.7537537537537538 , 0.4131044578280102
-0.7477477477477477 , 0.4191891064459206
-0.7417417417417416 , 0.42530415192140053
-0.7357357357357359 , 0.43144864123124305
-0.7297297297297298 , 0.4376216015065909
-0.7237237237237237 , 0.44382204020457244
-0.7177177177177176 , 0.45004894529130623
-0.7117117117117115 , 0.4563012854362788
-0.7057057057057059 , 0.4625780102181061
-0.6996996996996998 , 0.4688780503416766
-0.6936936936936937 , 0.47520031786666195
-0.6876876876876876 , 0.4815437064473874
-0.6816816816816815 , 0.4879070915840306
-0.6756756756756759 , 0.4942893308851193
-0.6696696696696698 , 0.5006892643412918
-0.6636636636636637 , 0.5071057146102637
-0.6576576576576576 , 0.5135374873129578
-0.6516516516516515 , 0.5199833713407264
-0.6456456456456459 , 0.5264421391735954
-0.6396396396396398 , 0.5329125472094586
-0.6336336336336337 , 0.5393933361041248
-0.6276276276276276 , 0.5458832311221342
-0.6216216216216215 , 0.5523809424982358
-0.6156156156156158 , 0.5588851658094166
-0.6096096096096097 , 0.5653945823573682
-0.6036036036036037 , 0.5719078595612564
-0.5975975975975976 , 0.578423651360674
-0.5915915915915915 , 0.584940598628621
-0.5855855855855858 , 0.5914573295943738
-0.5795795795795797 , 0.5979724602760821
-0.5735735735735736 , 0.6044845949229273
-0.5675675675675675 , 0.6109923264666752
-0.5615615615615615 , 0.6174942369824409
-0.5555555555555554 , 0.6239888981584772
-0.5495495495495497 , 0.6304748717747966
-0.5435435435435436 , 0.6369507101904212
-0.5375375375375375 , 0.6434149568390521
-0.5315315315315314 , 0.6498661467329464
-0.5255255255255253 , 0.6563028069747724
-0.5195195195195197 , 0.662723457277219
-0.5135135135135136 , 0.6691266104901215
-0.5075075075075075 , 0.6755107731348544
-0.5015015015015014 , 0.6818744459457522
-0.4954954954954953 , 0.6882161244182929
-0.48948948948948967 , 0.6945342993637867
-0.4834834834834836 , 0.7008274574703012
-0.4774774774774775 , 0.7070940818695437
-0.4714714714714714 , 0.7133326527094287
-0.4654654654654653 , 0.7195416477320394
-0.45945945945945965 , 0.7257195428566912
-0.45345345345345356 , 0.7318648127678068
-0.44744744744744747 , 0.7379759315072936
-0.4414414414414414 , 0.7440513730711223
-0.4354354354354353 , 0.7500896120097962
-0.42942942942942963 , 0.7560891240323904
-0.42342342342342354 , 0.7620483866138484
-0.41741741741741745 , 0.7679658796052041
-0.41141141141141135 , 0.7738400858464088
-0.40540540540540526 , 0.7796694917814276
-0.3993993993993996 , 0.7854525880752711
-0.3933933933933935 , 0.7911878702326273
-0.3873873873873874 , 0.7968738392177451
-0.38138138138138133 , 0.8025090020752363
-0.37537537537537524 , 0.8080918725514413
-0.3693693693693696 , 0.813620971716014
-0.3633633633633635 , 0.8190948285833758
-0.3573573573573574 , 0.8245119807336824
-0.3513513513513513 , 0.8298709749329557
-0.3453453453453452 , 0.8351703677520214
-0.3393393393393396 , 0.8404087261838962
-0.3333333333333335 , 0.8455846282592728
-0.3273273273273274 , 0.8506966636597375
-0.3213213213213213 , 0.85574343432837
-0.3153153153153152 , 0.8607235550773638
-0.30930930930930955 , 0.865635654192312
-0.30330330330330346 , 0.870478374032802
-0.29729729729729737 , 0.8752503716289594
-0.2912912912912913 , 0.8799503192735912
-0.2852852852852852 , 0.8845769051095744
-0.2792792792792791 , 0.8891288337121334
-0.27327327327327344 , 0.8936048266656619
-0.26726726726726735 , 0.8980036231347394
-0.26126126126126126 , 0.9023239804289929
-0.25525525525525516 , 0.90656467456147
-0.24924924924924907 , 0.9107245008001734
-0.24324324324324342 , 0.914802274212428
-0.23723723723723733 , 0.9187968302017424
-0.23123123123123124 , 0.9227070250368381
-0.22522522522522515 , 0.9265317363725182
-0.21921921921921905 , 0.9302698637620572
-0.2132132132132134 , 0.933920329160793
-0.2072072072072073 , 0.9374820774206084
-0.20120120120120122 , 0.9409540767749961
-0.19519519519519513 , 0.9443353193144031
-0.18918918918918903 , 0.9476248214515613
-0.18318318318318338 , 0.9508216243765084
-0.1771771771771773 , 0.9539247945010185
-0.1711711711711712 , 0.956933423892158
-0.1651651651651651 , 0.9598466306946997
-0.159159159159159 , 0.9626635595421245
-0.15315315315315337 , 0.9653833819559523
-0.14714714714714727 , 0.9680052967331516
-0.14114114114114118 , 0.9705285303213772
-0.1351351351351351 , 0.9729523371818034
-0.129129129129129 , 0.9752760001393198
-0.12312312312312335 , 0.977498830719865
-0.11711711711711725 , 0.9796201694746859
-0.11111111111111116 , 0.9816393862913152
-0.10510510510510507 , 0.9835558806910661
-0.09909909909909898 , 0.9853690821128577
-0.09309309309309333 , 0.9870784501831849
-0.08708708708708723 , 0.9886834749720645
-0.08108108108108114 , 0.9901836772347887
-0.07507507507507505 , 0.9915786086393334
-0.06906906906906896 , 0.9928678519792754
-0.06306306306306331 , 0.9940510213720787
-0.057057057057057214 , 0.9951277624426268
-0.05105105105105112 , 0.9960977524918766
-0.04504504504504503 , 0.9969607006505318
-0.039039039039038936 , 0.9977163480176312
